Pop,DaystoTop,Valence4,Highest_Charting_Position,Number_of_Times_Charted,Release_Date,Song_Name,Song_ID,Genre,Acousticness,Tempo,Valence,Chord,EndHighWeek,HighestPos,Valence1,Valence2,Valence3,Valence5
1,23126 days,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,23126 days,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,0 days,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,1 days,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,6 days,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,7 days,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
2,7 days,1,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30
2,7 days,2,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26
2,7 days,3,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
2,7 days,4,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
2,8 days,1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
2,8 days,2,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
2,8 days,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
2,9 days,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2,11 days,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,11 days,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,12 days,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,14 days,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2,18 days,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,20 days,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,21 days,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2,21 days,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2,34 days,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,35 days,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,49 days,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,56 days,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,56 days,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2,63 days,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,70 days,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,71 days,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,91 days,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,98 days,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,100 days,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,105 days,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,111 days,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,112 days,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,210 days,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,298 days,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,385 days,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,413 days,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,771 days,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,785 days,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,1115 days,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,1176 days,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,1470 days,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,1519 days,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,2177 days,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,2212 days,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,2268 days,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,2580 days,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,2614 days,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,2968 days,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2,2968 days,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,3646 days,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,3678 days,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,3734 days,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,5472 days,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,6203 days,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,6667 days,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,6933 days,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,7346 days,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,7798 days,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,8092 days,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,9544 days,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,9855 days,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,10623 days,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,11224 days,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,11316 days,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,11799 days,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,13569 days,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,14603 days,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,14812 days,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,14833 days,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,17248 days,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,18334 days,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,20447 days,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,20521 days,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,20851 days,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,21178 days,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,21178 days,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,21543 days,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,22639 days,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,22639 days,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,22639 days,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,23034 days,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,23082 days,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,28848 days,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3,0 days,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3,0 days,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3,0 days,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3,1 days,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
3,1 days,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3,5 days,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3,5 days,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
3,5 days,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
3,5 days,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
3,6 days,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
3,6 days,2,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
3,6 days,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
3,6 days,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
3,7 days,0,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58
3,7 days,1,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112
3,7 days,2,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153
3,7 days,3,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85
3,7 days,4,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17
3,8 days,0,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
3,8 days,1,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
3,8 days,2,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17
3,8 days,3,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14
3,8 days,4,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
3,9 days,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
3,9 days,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
3,9 days,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
3,9 days,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
3,10 days,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3,10 days,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
3,10 days,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
3,10 days,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3,11 days,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
3,11 days,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3,11 days,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
3,11 days,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
3,11 days,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
3,12 days,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3,13 days,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
3,13 days,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3,13 days,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3,14 days,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3,14 days,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
3,14 days,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
3,14 days,3,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
3,14 days,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
3,15 days,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
3,15 days,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3,18 days,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3,20 days,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3,20 days,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3,21 days,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
3,21 days,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
3,21 days,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
3,21 days,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
3,21 days,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
3,22 days,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
3,22 days,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
3,23 days,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3,25 days,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
3,26 days,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3,27 days,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3,28 days,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3,28 days,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3,28 days,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
3,28 days,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
3,28 days,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
3,29 days,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3,29 days,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3,30 days,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
3,32 days,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3,34 days,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3,35 days,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
3,35 days,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3,35 days,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
3,35 days,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
3,36 days,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3,36 days,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3,36 days,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
3,39 days,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3,41 days,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3,41 days,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3,42 days,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
3,42 days,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
3,42 days,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
3,42 days,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
3,43 days,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3,44 days,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3,44 days,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3,45 days,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3,46 days,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3,46 days,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3,49 days,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
3,49 days,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
3,49 days,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
3,49 days,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
3,51 days,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3,55 days,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3,56 days,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
3,56 days,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3,56 days,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
3,56 days,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3,57 days,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
3,58 days,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
3,59 days,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3,62 days,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3,63 days,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3,63 days,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
3,63 days,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
3,63 days,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
3,64 days,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3,64 days,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3,70 days,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
3,70 days,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
3,70 days,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
3,70 days,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
3,72 days,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3,72 days,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3,73 days,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3,74 days,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3,76 days,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3,76 days,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3,77 days,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
3,77 days,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3,77 days,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
3,77 days,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3,78 days,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3,78 days,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
3,79 days,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3,79 days,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3,80 days,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3,83 days,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3,84 days,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
3,84 days,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
3,84 days,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
3,85 days,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3,86 days,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3,88 days,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3,91 days,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3,91 days,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3,91 days,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3,91 days,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3,96 days,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3,98 days,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
3,98 days,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3,98 days,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
3,98 days,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3,99 days,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3,99 days,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3,104 days,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
3,105 days,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
3,105 days,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
3,105 days,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
3,106 days,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
3,106 days,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3,112 days,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3,112 days,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
3,112 days,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
3,112 days,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3,113 days,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3,119 days,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3,119 days,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3,119 days,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3,121 days,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3,126 days,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3,126 days,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
3,126 days,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
3,126 days,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3,127 days,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3,128 days,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3,133 days,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
3,134 days,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
3,134 days,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3,140 days,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3,140 days,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3,141 days,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3,147 days,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3,147 days,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
3,147 days,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
3,154 days,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3,154 days,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3,155 days,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3,161 days,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3,161 days,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3,161 days,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3,162 days,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3,162 days,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3,162 days,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3,168 days,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3,168 days,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
3,168 days,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3,169 days,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3,175 days,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3,175 days,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3,175 days,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3,182 days,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
3,189 days,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3,189 days,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
3,189 days,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3,191 days,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3,191 days,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3,196 days,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3,203 days,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3,203 days,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3,206 days,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3,206 days,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3,209 days,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3,215 days,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3,215 days,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3,217 days,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3,217 days,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
3,217 days,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
3,224 days,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
