Tempo,DaystoTop,Valence1,Highest_Charting_Position,Number_of_Times_Charted,Release_Date,Song_Name,Popularity,Song_ID,Genre,Acousticness,Valence,Chord,EndHighWeek,HighestPos
123.342,7 days,0,1,1,1,1,1,1,1,1,1,1,1,1
123.466,79 days,0,1,1,1,1,1,1,1,1,1,1,1,1
123.906,7 days,1,1,1,1,1,1,1,1,1,1,1,1,1
123.911,252 days,3,1,1,1,1,1,1,1,1,1,1,1,1
123.935,126 days,2,1,1,1,1,1,1,1,1,1,1,1,1
123.95,497 days,2,1,1,1,1,1,1,1,1,1,1,1,1
123.97,1750 days,1,1,1,1,1,1,1,1,1,1,1,1,1
123.978,98 days,2,1,1,1,1,1,1,1,1,1,1,1,1
123.984,352 days,1,1,1,1,1,1,1,1,1,1,1,1,1
123.989,63 days,2,1,1,1,1,1,1,1,1,1,1,1,1
123.994,637 days,2,1,1,1,1,1,1,1,1,1,1,1,1
123.999,7 days,1,1,1,1,1,1,1,1,1,1,1,1,1
124.002,56 days,2,1,1,1,1,1,1,1,1,1,1,1,1
124.009,266 days,3,1,1,1,1,1,1,1,1,1,1,1,1
124.01,7 days,3,1,1,1,1,1,1,1,1,1,1,1,1
124.011,553 days,0,1,1,1,1,1,1,1,1,1,1,1,1
124.025,102 days,1,1,1,1,1,1,1,1,1,1,1,1,1
124.026,36 days,0,1,1,1,1,1,1,1,1,1,1,1,1
124.036,7 days,1,1,1,1,1,1,1,1,1,1,1,1,1
124.038,7 days,1,1,1,1,1,1,1,1,1,1,1,1,1
124.051,112 days,2,1,1,1,1,1,1,1,1,1,1,1,1
124.053,2849 days,1,1,1,1,1,1,1,1,1,1,1,1,1
124.08,336 days,2,1,1,1,1,1,1,1,1,1,1,1,1
124.08,3076 days,2,1,1,1,1,1,1,1,1,1,1,1,1
124.097,35 days,2,1,1,1,1,1,1,1,1,1,1,1,1
124.111,71 days,1,1,1,1,1,1,1,1,1,1,1,1,1
124.114,105 days,1,1,1,1,1,1,1,1,1,1,1,1,1
124.148,189 days,0,1,1,1,1,1,1,1,1,1,1,1,1
124.603,7 days,2,1,1,1,1,1,1,1,1,1,1,1,1
124.876,644 days,0,1,1,1,1,1,1,1,1,1,1,1,1
124.889,14 days,3,1,1,1,1,1,1,1,1,1,1,1,1
124.912,7 days,1,1,1,1,1,1,1,1,1,1,1,1,1
124.917,0 days,3,1,1,1,1,1,1,1,1,1,1,1,1
124.917,112 days,3,1,1,1,1,1,1,1,1,1,1,1,1
124.917,259 days,3,1,1,1,1,1,1,1,1,1,1,1,1
124.918,112 days,2,1,1,1,1,1,1,1,1,1,1,1,1
124.925,7 days,2,1,1,1,1,1,1,1,1,1,1,1,1
124.939,7 days,1,1,1,1,1,1,1,1,1,1,1,1,1
124.949,1106 days,2,1,1,1,1,1,1,1,1,1,1,1,1
124.959,567 days,1,1,1,1,1,1,1,1,1,1,1,1,1
124.962,252 days,2,1,1,1,1,1,1,1,1,1,1,1,1
124.988,84 days,2,1,1,1,1,1,1,1,1,1,1,1,1
124.99,2982 days,3,1,1,1,1,1,1,1,1,1,1,1,1
124.993,56 days,1,1,1,1,1,1,1,1,1,1,1,1,1
124.995,8 days,1,1,1,1,1,1,1,1,1,1,1,1,1
124.996,35 days,3,1,1,1,1,1,1,1,1,1,1,1,1
125.021,314 days,2,1,1,1,1,1,1,1,1,1,1,1,1
125.028,27 days,1,1,1,1,1,1,1,1,1,1,1,1,1
125.038,111 days,2,1,1,1,1,1,1,1,1,1,1,1,1
125.092,7 days,0,1,1,1,1,1,1,1,1,1,1,1,1
125.177,7 days,1,1,1,1,1,1,1,1,1,1,1,1,1
125.641,8 days,1,1,1,1,1,1,1,1,1,1,1,1,1
125.706,80 days,0,1,1,1,1,1,1,1,1,1,1,1,1
125.904,7 days,1,1,1,1,1,1,1,1,1,1,1,1,1
125.926,15282 days,3,1,1,1,1,1,1,1,1,1,1,1,1
125.957,231 days,0,1,1,1,1,1,1,1,1,1,1,1,1
125.971,98 days,1,1,1,1,1,1,1,1,1,1,1,1,1
125.982,21 days,2,1,1,1,1,1,1,1,1,1,1,1,1
125.983,7 days,0,1,1,1,1,1,1,1,1,1,1,1,1
125.983,2767 days,2,1,1,1,1,1,1,1,1,1,1,1,1
125.987,7 days,1,1,1,1,1,1,1,1,1,1,1,1,1
125.989,92 days,2,1,1,1,1,1,1,1,1,1,1,1,1
125.993,77 days,2,1,1,1,1,1,1,1,1,1,1,1,1
125.994,28 days,1,1,1,1,1,1,1,1,1,1,1,1,1
126.002,7 days,2,1,1,1,1,1,1,1,1,1,1,1,1
126.011,2208 days,2,1,1,1,1,1,1,1,1,1,1,1,1
126.019,7 days,2,1,1,1,1,1,1,1,1,1,1,1,1
126.026,14 days,2,1,1,1,1,1,1,1,1,1,1,1,1
126.03,63 days,1,1,1,1,1,1,1,1,1,1,1,1,1
126.039,7 days,3,1,1,1,1,1,1,1,1,1,1,1,1
126.054,7 days,0,1,1,1,1,1,1,1,1,1,1,1,1
126.063,7 days,2,1,1,1,1,1,1,1,1,1,1,1,1
126.093,1323 days,1,1,1,1,1,1,1,1,1,1,1,1,1
126.576,8 days,0,1,1,1,1,1,1,1,1,1,1,1,1
126.627,21178 days,1,1,1,1,1,1,1,1,1,1,1,1,1
126.684,847 days,1,1,1,1,1,1,1,1,1,1,1,1,1
126.77,112 days,3,1,1,1,1,1,1,1,1,1,1,1,1
126.803,99 days,1,1,1,1,1,1,1,1,1,1,1,1,1
126.803,106 days,1,1,1,1,1,1,1,1,1,1,1,1,1
126.899,455 days,3,1,1,1,1,1,1,1,1,1,1,1,1
126.904,64 days,0,1,1,1,1,1,1,1,1,1,1,1,1
126.986,13 days,2,1,1,1,1,1,1,1,1,1,1,1,1
126.989,42 days,3,1,1,1,1,1,1,1,1,1,1,1,1
127.047,22 days,0,1,1,1,1,1,1,1,1,1,1,1,1
127.138,7 days,1,1,1,1,1,1,1,1,1,1,1,1,1
127.298,7 days,1,1,1,1,1,1,1,1,1,1,1,1,1
127.596,7 days,2,1,1,1,1,1,1,1,1,1,1,1,1
127.698,7 days,2,1,1,1,1,1,1,1,1,1,1,1,1
127.894,7 days,1,1,1,1,1,1,1,1,1,1,1,1,1
127.938,7 days,2,1,1,1,1,1,1,1,1,1,1,1,1
127.949,36 days,1,1,1,1,1,1,1,1,1,1,1,1,1
127.954,245 days,1,1,1,1,1,1,1,1,1,1,1,1,1
127.96,91 days,2,1,1,1,1,1,1,1,1,1,1,1,1
127.967,7 days,2,1,1,1,1,1,1,1,1,1,1,1,1
127.97,7 days,1,1,1,1,1,1,1,1,1,1,1,1,1
127.977,7 days,0,1,1,1,1,1,1,1,1,1,1,1,1
127.978,28 days,1,1,1,1,1,1,1,1,1,1,1,1,1
127.984,7 days,1,1,1,1,1,1,1,1,1,1,1,1,1
127.987,8 days,2,1,1,1,1,1,1,1,1,1,1,1,1
127.99,7 days,2,1,1,1,1,1,1,1,1,1,1,1,1
127.998,63 days,1,1,1,1,1,1,1,1,1,1,1,1,1
128.006,7 days,1,1,1,1,1,1,1,1,1,1,1,1,1
128.009,840 days,2,1,1,1,1,1,1,1,1,1,1,1,1
128.012,0 days,2,1,1,1,1,1,1,1,1,1,1,1,1
128.012,7 days,2,1,1,1,1,1,1,1,1,1,1,1,1
128.017,70 days,2,1,1,1,1,1,1,1,1,1,1,1,1
128.02,7 days,1,1,1,1,1,1,1,1,1,1,1,1,1
128.021,8 days,2,1,1,1,1,1,1,1,1,1,1,1,1
128.03,7 days,2,1,1,1,1,1,1,1,1,1,1,1,1
128.031,7 days,2,1,1,1,1,1,1,1,1,1,1,1,1
128.044,7 days,1,1,1,1,1,1,1,1,1,1,1,1,1
128.047,637 days,0,1,1,1,1,1,1,1,1,1,1,1,1
128.048,56 days,3,1,1,1,1,1,1,1,1,1,1,1,1
128.05,78 days,3,1,1,1,1,1,1,1,1,1,1,1,1
128.052,469 days,2,1,1,1,1,1,1,1,1,1,1,1,1
128.111,8 days,3,1,1,1,1,1,1,1,1,1,1,1,1
128.706,13569 days,3,1,1,1,1,1,1,1,1,1,1,1,1
128.897,18334 days,2,1,1,1,1,1,1,1,1,1,1,1,1
128.945,2422 days,1,1,1,1,1,1,1,1,1,1,1,1,1
128.977,161 days,3,1,1,1,1,1,1,1,1,1,1,1,1
128.986,7 days,1,1,1,1,1,1,1,1,1,1,1,1,1
129.017,18 days,2,1,1,1,1,1,1,1,1,1,1,1,1
129.039,206 days,2,1,1,1,1,1,1,1,1,1,1,1,1
129.06,7 days,2,1,1,1,1,1,1,1,1,1,1,1,1
129.062,3751 days,2,1,1,1,1,1,1,1,1,1,1,1,1
129.079,105 days,0,1,1,1,1,1,1,1,1,1,1,1,1
129.63,73 days,3,1,1,1,1,1,1,1,1,1,1,1,1
129.642,84 days,0,1,1,1,1,1,1,1,1,1,1,1,1
129.847,7 days,1,1,1,1,1,1,1,1,1,1,1,1,1
129.857,77 days,1,1,1,1,1,1,1,1,1,1,1,1,1
129.86,7 days,0,1,1,1,1,1,1,1,1,1,1,1,1
129.895,7 days,0,1,1,1,1,1,1,1,1,1,1,1,1
129.915,7 days,1,1,1,1,1,1,1,1,1,1,1,1,1
129.928,13 days,3,1,1,1,1,1,1,1,1,1,1,1,1
129.93,7 days,3,1,1,1,1,1,1,1,1,1,1,1,1
129.945,7 days,2,1,1,1,1,1,1,1,1,1,1,1,1
129.953,1260 days,2,1,1,1,1,1,1,1,1,1,1,1,1
129.957,7 days,1,1,1,1,1,1,1,1,1,1,1,1,1
129.96,91 days,3,1,1,1,1,1,1,1,1,1,1,1,1
129.962,5 days,1,1,1,1,1,1,1,1,1,1,1,1,1
129.964,1 days,2,1,1,1,1,1,1,1,1,1,1,1,1
129.964,4102 days,2,1,1,1,1,1,1,1,1,1,1,1,1
129.966,26 days,2,1,1,1,1,1,1,1,1,1,1,1,1
129.967,7 days,1,2,2,2,2,2,2,2,2,2,2,2,2
129.972,44 days,3,1,1,1,1,1,1,1,1,1,1,1,1
129.972,189 days,1,1,1,1,1,1,1,1,1,1,1,1,1
129.979,7 days,1,1,1,1,1,1,1,1,1,1,1,1,1
129.987,10 days,0,1,1,1,1,1,1,1,1,1,1,1,1
129.988,126 days,1,1,1,1,1,1,1,1,1,1,1,1,1
129.991,7 days,2,1,1,1,1,1,1,1,1,1,1,1,1
129.992,224 days,2,1,1,1,1,1,1,1,1,1,1,1,1
129.995,7 days,2,1,1,1,1,1,1,1,1,1,1,1,1
130.001,36 days,1,1,1,1,1,1,1,1,1,1,1,1,1
130.003,6 days,3,1,1,1,1,1,1,1,1,1,1,1,1
130.007,7 days,2,1,1,1,1,1,1,1,1,1,1,1,1
130.009,7 days,2,1,1,1,1,1,1,1,1,1,1,1,1
130.015,8 days,2,1,1,1,1,1,1,1,1,1,1,1,1
130.019,7 days,2,1,1,1,1,1,1,1,1,1,1,1,1
130.02,28 days,3,1,1,1,1,1,1,1,1,1,1,1,1
130.022,59 days,2,1,1,1,1,1,1,1,1,1,1,1,1
130.029,7 days,0,1,1,1,1,1,1,1,1,1,1,1,1
130.029,42 days,1,1,1,1,1,1,1,1,1,1,1,1,1
130.032,91 days,1,1,1,1,1,1,1,1,1,1,1,1,1
130.033,7 days,1,1,1,1,1,1,1,1,1,1,1,1,1
130.033,7 days,2,1,1,1,1,1,1,1,1,1,1,1,1
130.036,7 days,0,1,1,1,1,1,1,1,1,1,1,1,1
130.036,22639 days,2,1,1,1,1,1,1,1,1,1,1,1,1
130.041,35 days,0,1,1,1,1,1,1,1,1,1,1,1,1
130.058,56 days,2,1,1,1,1,1,1,1,1,1,1,1,1
130.117,7 days,0,1,1,1,1,1,1,1,1,1,1,1,1
130.503,28848 days,0,1,1,1,1,1,1,1,1,1,1,1,1
130.594,224 days,3,1,1,1,1,1,1,1,1,1,1,1,1
130.97,200 days,1,1,1,1,1,1,1,1,1,1,1,1,1
131.194,7 days,2,1,1,1,1,1,1,1,1,1,1,1,1
131.798,21 days,0,1,1,1,1,1,1,1,1,1,1,1,1
131.875,455 days,2,1,1,1,1,1,1,1,1,1,1,1,1
131.988,21 days,3,1,1,1,1,1,1,1,1,1,1,1,1
131.999,43 days,1,1,1,1,1,1,1,1,1,1,1,1,1
132.008,7 days,1,1,1,1,1,1,1,1,1,1,1,1,1
132.037,10 days,0,1,1,1,1,1,1,1,1,1,1,1,1
132.062,1470 days,0,1,1,1,1,1,1,1,1,1,1,1,1
132.507,112 days,3,1,1,1,1,1,1,1,1,1,1,1,1
132.936,7 days,3,1,1,1,1,1,1,1,1,1,1,1,1
133.002,259 days,2,1,1,1,1,1,1,1,1,1,1,1,1
133.028,9 days,2,1,1,1,1,1,1,1,1,1,1,1,1
133.037,7 days,2,1,1,1,1,1,1,1,1,1,1,1,1
133.073,42 days,1,1,1,1,1,1,1,1,1,1,1,1,1
133.082,7 days,2,1,1,1,1,1,1,1,1,1,1,1,1
133.503,7 days,1,1,1,1,1,1,1,1,1,1,1,1,1
133.873,7 days,0,1,1,1,1,1,1,1,1,1,1,1,1
133.888,14 days,3,1,1,1,1,1,1,1,1,1,1,1,1
133.928,0 days,2,1,1,1,1,1,1,1,1,1,1,1,1
133.928,7 days,3,1,1,1,1,1,1,1,1,1,1,1,1
133.928,168 days,3,1,1,1,1,1,1,1,1,1,1,1,1
133.971,7 days,1,1,1,1,1,1,1,1,1,1,1,1,1
133.976,7 days,2,1,1,1,1,1,1,1,1,1,1,1,1
133.997,7 days,0,2,2,2,2,2,2,2,2,2,2,2,2
134.002,385 days,1,1,1,1,1,1,1,1,1,1,1,1,1
134.002,1330 days,2,1,1,1,1,1,1,1,1,1,1,1,1
134.009,22639 days,2,1,1,1,1,1,1,1,1,1,1,1,1
134.01,8 days,2,1,1,1,1,1,1,1,1,1,1,1,1
134.012,169 days,3,1,1,1,1,1,1,1,1,1,1,1,1
134.021,1043 days,1,1,1,1,1,1,1,1,1,1,1,1,1
134.041,8 days,0,1,1,1,1,1,1,1,1,1,1,1,1
134.17,728 days,0,1,1,1,1,1,1,1,1,1,1,1,1
134.935,7 days,0,1,1,1,1,1,1,1,1,1,1,1,1
134.944,7 days,2,1,1,1,1,1,1,1,1,1,1,1,1
134.953,7 days,1,1,1,1,1,1,1,1,1,1,1,1,1
134.997,8 days,1,1,1,1,1,1,1,1,1,1,1,1,1
134.999,56 days,2,1,1,1,1,1,1,1,1,1,1,1,1
135.005,41 days,2,1,1,1,1,1,1,1,1,1,1,1,1
135.031,7 days,2,1,1,1,1,1,1,1,1,1,1,1,1
135.033,7 days,3,1,1,1,1,1,1,1,1,1,1,1,1
135.128,560 days,2,1,1,1,1,1,1,1,1,1,1,1,1
135.14,63 days,2,1,1,1,1,1,1,1,1,1,1,1,1
135.154,8 days,0,1,1,1,1,1,1,1,1,1,1,1,1
135.187,3567 days,1,1,1,1,1,1,1,1,1,1,1,1,1
135.379,203 days,2,1,1,1,1,1,1,1,1,1,1,1,1
135.781,7 days,1,1,1,1,1,1,1,1,1,1,1,1,1
135.859,7 days,0,1,1,1,1,1,1,1,1,1,1,1,1
135.886,7 days,1,1,1,1,1,1,1,1,1,1,1,1,1
135.909,7 days,2,1,1,1,1,1,1,1,1,1,1,1,1
135.921,8 days,1,1,1,1,1,1,1,1,1,1,1,1,1
135.942,7 days,2,1,1,1,1,1,1,1,1,1,1,1,1
135.976,7 days,0,1,1,1,1,1,1,1,1,1,1,1,1
135.984,273 days,1,1,1,1,1,1,1,1,1,1,1,1,1
136.006,7 days,0,1,1,1,1,1,1,1,1,1,1,1,1
136.029,455 days,0,1,1,1,1,1,1,1,1,1,1,1,1
136.041,196 days,2,2,2,2,2,2,2,2,2,2,2,2,2
136.041,477 days,2,1,1,1,1,1,1,1,1,1,1,1,1
136.103,7 days,0,1,1,1,1,1,1,1,1,1,1,1,1
136.471,22639 days,3,1,1,1,1,1,1,1,1,1,1,1,1
136.97,29 days,1,1,1,1,1,1,1,1,1,1,1,1,1
136.97,56 days,2,1,1,1,1,1,1,1,1,1,1,1,1
136.985,7 days,1,1,1,1,1,1,1,1,1,1,1,1,1
137.024,7 days,2,1,1,1,1,1,1,1,1,1,1,1,1
137.131,7 days,1,1,1,1,1,1,1,1,1,1,1,1,1
137.22,10 days,1,1,1,1,1,1,1,1,1,1,1,1,1
137.421,560 days,0,1,1,1,1,1,1,1,1,1,1,1,1
137.494,771 days,2,1,1,1,1,1,1,1,1,1,1,1,1
137.941,4264 days,0,1,1,1,1,1,1,1,1,1,1,1,1
137.958,217 days,3,1,1,1,1,1,1,1,1,1,1,1,1
137.973,21 days,3,1,1,1,1,1,1,1,1,1,1,1,1
137.997,215 days,1,1,1,1,1,1,1,1,1,1,1,1,1
138.005,7 days,1,1,1,1,1,1,1,1,1,1,1,1,1
138.023,84 days,3,1,1,1,1,1,1,1,1,1,1,1,1
138.034,7 days,2,1,1,1,1,1,1,1,1,1,1,1,1
138.066,11 days,3,1,1,1,1,1,1,1,1,1,1,1,1
138.066,88 days,3,1,1,1,1,1,1,1,1,1,1,1,1
138.999,7 days,2,1,1,1,1,1,1,1,1,1,1,1,1
139.02,224 days,1,1,1,1,1,1,1,1,1,1,1,1,1
139.745,7 days,3,1,1,1,1,1,1,1,1,1,1,1,1
139.863,343 days,1,1,1,1,1,1,1,1,1,1,1,1,1
139.864,7 days,1,1,1,1,1,1,1,1,1,1,1,1,1
139.883,7 days,0,1,1,1,1,1,1,1,1,1,1,1,1
139.891,7 days,1,1,1,1,1,1,1,1,1,1,1,1,1
139.898,308 days,0,1,1,1,1,1,1,1,1,1,1,1,1
139.915,7 days,1,1,1,1,1,1,1,1,1,1,1,1,1
139.919,126 days,1,1,1,1,1,1,1,1,1,1,1,1,1
139.928,7 days,1,1,1,1,1,1,1,1,1,1,1,1,1
139.933,8 days,2,1,1,1,1,1,1,1,1,1,1,1,1
139.949,7 days,2,1,1,1,1,1,1,1,1,1,1,1,1
139.952,63 days,2,1,1,1,1,1,1,1,1,1,1,1,1
139.957,7 days,1,1,1,1,1,1,1,1,1,1,1,1,1
139.957,42 days,1,1,1,1,1,1,1,1,1,1,1,1,1
139.964,9 days,0,1,1,1,1,1,1,1,1,1,1,1,1
139.966,18 days,3,1,1,1,1,1,1,1,1,1,1,1,1
139.968,6 days,2,1,1,1,1,1,1,1,1,1,1,1,1
139.98,7 days,3,1,1,1,1,1,1,1,1,1,1,1,1
139.98,140 days,1,1,1,1,1,1,1,1,1,1,1,1,1
139.982,14 days,2,1,1,1,1,1,1,1,1,1,1,1,1
139.986,14603 days,1,1,1,1,1,1,1,1,1,1,1,1,1
139.987,11 days,1,1,1,1,1,1,1,1,1,1,1,1,1
139.988,7 days,1,1,1,1,1,1,1,1,1,1,1,1,1
139.989,7 days,1,1,1,1,1,1,1,1,1,1,1,1,1
139.991,644 days,3,1,1,1,1,1,1,1,1,1,1,1,1
139.995,8 days,1,1,1,1,1,1,1,1,1,1,1,1,1
139.999,7 days,1,1,1,1,1,1,1,1,1,1,1,1,1
140.005,8 days,0,1,1,1,1,1,1,1,1,1,1,1,1
140.007,7 days,3,1,1,1,1,1,1,1,1,1,1,1,1
140.013,7 days,2,1,1,1,1,1,1,1,1,1,1,1,1
140.013,22 days,2,1,1,1,1,1,1,1,1,1,1,1,1
140.02,262 days,2,1,1,1,1,1,1,1,1,1,1,1,1
140.021,7 days,0,2,2,2,2,2,2,2,2,2,2,2,2
140.028,7 days,1,1,1,1,1,1,1,1,1,1,1,1,1
140.032,7 days,3,1,1,1,1,1,1,1,1,1,1,1,1
140.033,7 days,0,1,1,1,1,1,1,1,1,1,1,1,1
140.04,14 days,1,1,1,1,1,1,1,1,1,1,1,1,1
140.04,70 days,1,1,1,1,1,1,1,1,1,1,1,1,1
140.045,9 days,1,1,1,1,1,1,1,1,1,1,1,1,1
140.048,329 days,1,1,1,1,1,1,1,1,1,1,1,1,1
140.057,7 days,2,1,1,1,1,1,1,1,1,1,1,1,1
140.061,7 days,2,1,1,1,1,1,1,1,1,1,1,1,1
140.1,7 days,3,1,1,1,1,1,1,1,1,1,1,1,1
140.105,7 days,1,1,1,1,1,1,1,1,1,1,1,1,1
140.201,176 days,2,1,1,1,1,1,1,1,1,1,1,1,1
140.223,7 days,1,1,1,1,1,1,1,1,1,1,1,1,1
140.248,7 days,2,1,1,1,1,1,1,1,1,1,1,1,1
140.308,17248 days,3,1,1,1,1,1,1,1,1,1,1,1,1
140.369,7 days,2,1,1,1,1,1,1,1,1,1,1,1,1
140.467,20447 days,3,1,1,1,1,1,1,1,1,1,1,1,1
140.894,7 days,1,1,1,1,1,1,1,1,1,1,1,1,1
140.945,7 days,3,1,1,1,1,1,1,1,1,1,1,1,1
140.958,637 days,0,1,1,1,1,1,1,1,1,1,1,1,1
141.016,11 days,1,1,1,1,1,1,1,1,1,1,1,1,1
141.02,22 days,2,1,1,1,1,1,1,1,1,1,1,1,1
141.02,132 days,2,1,1,1,1,1,1,1,1,1,1,1,1
141.034,7 days,2,1,1,1,1,1,1,1,1,1,1,1,1
141.035,13 days,2,1,1,1,1,1,1,1,1,1,1,1,1
141.087,70 days,2,1,1,1,1,1,1,1,1,1,1,1,1
141.641,7 days,0,1,1,1,1,1,1,1,1,1,1,1,1
141.82,77 days,2,1,1,1,1,1,1,1,1,1,1,1,1
141.87,7 days,2,1,1,1,1,1,1,1,1,1,1,1,1
141.881,7 days,1,1,1,1,1,1,1,1,1,1,1,1,1
141.916,7 days,2,1,1,1,1,1,1,1,1,1,1,1,1
141.937,56 days,0,1,1,1,1,1,1,1,1,1,1,1,1
141.97,7 days,3,1,1,1,1,1,1,1,1,1,1,1,1
142.009,14 days,2,1,1,1,1,1,1,1,1,1,1,1,1
142.016,8 days,1,1,1,1,1,1,1,1,1,1,1,1,1
142.017,7 days,0,1,1,1,1,1,1,1,1,1,1,1,1
142.018,9 days,0,1,1,1,1,1,1,1,1,1,1,1,1
142.025,7 days,1,1,1,1,1,1,1,1,1,1,1,1,1
142.034,7 days,2,1,1,1,1,1,1,1,1,1,1,1,1
142.037,7 days,2,1,1,1,1,1,1,1,1,1,1,1,1
142.039,7 days,2,1,1,1,1,1,1,1,1,1,1,1,1
142.04,7 days,1,1,1,1,1,1,1,1,1,1,1,1,1
142.046,7 days,0,1,1,1,1,1,1,1,1,1,1,1,1
142.049,560 days,1,1,1,1,1,1,1,1,1,1,1,1,1
142.069,13 days,2,1,1,1,1,1,1,1,1,1,1,1,1
142.086,7 days,3,1,1,1,1,1,1,1,1,1,1,1,1
142.094,350 days,2,1,1,1,1,1,1,1,1,1,1,1,1
142.169,9544 days,3,1,1,1,1,1,1,1,1,1,1,1,1
142.347,7 days,3,1,1,1,1,1,1,1,1,1,1,1,1
142.592,21 days,1,1,1,1,1,1,1,1,1,1,1,1,1
142.731,7 days,1,1,1,1,1,1,1,1,1,1,1,1,1
142.879,7 days,2,1,1,1,1,1,1,1,1,1,1,1,1
142.933,7 days,2,1,1,1,1,1,1,1,1,1,1,1,1
142.948,34 days,3,1,1,1,1,1,1,1,1,1,1,1,1
142.948,70 days,0,1,1,1,1,1,1,1,1,1,1,1,1
142.959,119 days,1,1,1,1,1,1,1,1,1,1,1,1,1
142.977,7 days,2,1,1,1,1,1,1,1,1,1,1,1,1
142.989,7 days,3,1,1,1,1,1,1,1,1,1,1,1,1
143.01,7 days,1,1,1,1,1,1,1,1,1,1,1,1,1
143.044,8 days,1,1,1,1,1,1,1,1,1,1,1,1,1
143.078,7 days,0,1,1,1,1,1,1,1,1,1,1,1,1
143.477,7 days,1,1,1,1,1,1,1,1,1,1,1,1,1
143.783,8 days,1,1,1,1,1,1,1,1,1,1,1,1,1
143.86,175 days,3,1,1,1,1,1,1,1,1,1,1,1,1
143.875,63 days,0,1,1,1,1,1,1,1,1,1,1,1,1
143.883,16114 days,0,1,1,1,1,1,1,1,1,1,1,1,1
143.896,7 days,0,1,1,1,1,1,1,1,1,1,1,1,1
143.95,1190 days,1,1,1,1,1,1,1,1,1,1,1,1,1
143.971,8 days,2,1,1,1,1,1,1,1,1,1,1,1,1
143.979,8 days,2,1,1,1,1,1,1,1,1,1,1,1,1
143.995,5 days,3,1,1,1,1,1,1,1,1,1,1,1,1
144.011,488 days,2,1,1,1,1,1,1,1,1,1,1,1,1
144.015,7 days,2,1,1,1,1,1,1,1,1,1,1,1,1
144.018,49 days,0,1,1,1,1,1,1,1,1,1,1,1,1
144.026,139 days,1,1,1,1,1,1,1,1,1,1,1,1,1
144.064,7 days,0,1,1,1,1,1,1,1,1,1,1,1,1
144.081,7 days,2,1,1,1,1,1,1,1,1,1,1,1,1
144.497,298 days,1,1,1,1,1,1,1,1,1,1,1,1,1
144.511,86 days,2,1,1,1,1,1,1,1,1,1,1,1,1
144.833,539 days,0,1,1,1,1,1,1,1,1,1,1,1,1
144.89,227 days,0,1,1,1,1,1,1,1,1,1,1,1,1
144.955,14 days,2,1,1,1,1,1,1,1,1,1,1,1,1
144.978,7 days,0,1,1,1,1,1,1,1,1,1,1,1,1
144.989,7 days,0,1,1,1,1,1,1,1,1,1,1,1,1
144.991,7 days,2,1,1,1,1,1,1,1,1,1,1,1,1
144.995,7 days,0,1,1,1,1,1,1,1,1,1,1,1,1
145.001,7 days,1,1,1,1,1,1,1,1,1,1,1,1,1
145.012,8 days,1,1,1,1,1,1,1,1,1,1,1,1,1
145.013,5 days,3,1,1,1,1,1,1,1,1,1,1,1,1
145.013,28 days,3,1,1,1,1,1,1,1,1,1,1,1,1
145.013,30 days,3,1,1,1,1,1,1,1,1,1,1,1,1
145.038,616 days,1,1,1,1,1,1,1,1,1,1,1,1,1
145.043,7 days,1,1,1,1,1,1,1,1,1,1,1,1,1
145.05,7 days,2,1,1,1,1,1,1,1,1,1,1,1,1
145.074,7 days,2,1,1,1,1,1,1,1,1,1,1,1,1
145.104,56 days,1,1,1,1,1,1,1,1,1,1,1,1,1
145.115,7 days,0,1,1,1,1,1,1,1,1,1,1,1,1
145.396,8 days,1,1,1,1,1,1,1,1,1,1,1,1,1
145.68,7 days,2,1,1,1,1,1,1,1,1,1,1,1,1
145.74,7 days,0,1,1,1,1,1,1,1,1,1,1,1,1
145.765,7 days,2,1,1,1,1,1,1,1,1,1,1,1,1
145.837,3867 days,0,1,1,1,1,1,1,1,1,1,1,1,1
145.916,7 days,1,1,1,1,1,1,1,1,1,1,1,1,1
145.921,7 days,1,1,1,1,1,1,1,1,1,1,1,1,1
145.953,7 days,1,1,1,1,1,1,1,1,1,1,1,1,1
145.976,7 days,0,1,1,1,1,1,1,1,1,1,1,1,1
145.979,7 days,0,1,1,1,1,1,1,1,1,1,1,1,1
145.999,7 days,1,1,1,1,1,1,1,1,1,1,1,1,1
146.013,147 days,3,1,1,1,1,1,1,1,1,1,1,1,1
146.035,413 days,2,1,1,1,1,1,1,1,1,1,1,1,1
146.04,1057 days,0,1,1,1,1,1,1,1,1,1,1,1,1
146.078,3125 days,3,1,1,1,1,1,1,1,1,1,1,1,1
146.172,3734 days,1,1,1,1,1,1,1,1,1,1,1,1,1
146.861,224 days,3,1,1,1,1,1,1,1,1,1,1,1,1
146.933,140 days,3,1,1,1,1,1,1,1,1,1,1,1,1
146.95,11 days,3,1,1,1,1,1,1,1,1,1,1,1,1
146.967,7 days,2,1,1,1,1,1,1,1,1,1,1,1,1
147.004,7 days,0,1,1,1,1,1,1,1,1,1,1,1,1
147.023,28 days,1,1,1,1,1,1,1,1,1,1,1,1,1
147.08,7346 days,2,1,1,1,1,1,1,1,1,1,1,1,1
147.279,7 days,0,1,1,1,1,1,1,1,1,1,1,1,1
147.575,7 days,3,1,1,1,1,1,1,1,1,1,1,1,1
147.589,7 days,0,1,1,1,1,1,1,1,1,1,1,1,1
